Sample	likelihood	
85400	-192258.41335339003	
85500	-192256.738147957	
85600	-192256.79779573047	
85700	-192257.4258099295	
85800	-192257.8583530911	
85900	-192260.41820231447	
86000	-192268.0708574029	
86100	-192269.212655628	
86200	-192270.17279436815	
86300	-192264.6297463341	
86400	-192264.7494316711	
86500	-192267.1594171333	
86600	-192263.93682059855	
86700	-192262.42563192252	
86800	-192263.2509162081	
86900	-192264.01133033674	
87000	-192266.54871100854	
87100	-192266.34778214234	
87200	-192265.7784475086	
87300	-192265.6584965956	
87400	-192263.01558111754	
87500	-192260.9681231583	
87600	-192257.66276486596	
87700	-192258.6482528823	
87800	-192258.26303313125	
87900	-192258.26303313125	
88000	-192256.9485387183	
88100	-192257.02908273076	
88200	-192261.8940964112	
88300	-192262.4835031124	
88400	-192263.08868046172	
88500	-192256.1874485441	
88600	-192261.74849578572	
88700	-192261.74849578572	
88800	-192260.46223550878	
88900	-192259.4588852535	
89000	-192259.7198151181	
89100	-192258.92740964796	
89200	-192257.59784416706	
89300	-192258.06801195734	
89400	-192256.13772253282	
89500	-192253.34639233616	
89600	-192253.82756316787	
89700	-192254.63347915743	
89800	-192251.05074900604	
89900	-192253.1294117433	
90000	-192251.38507303802	
90100	-192251.38507303802	
90200	-192251.01399927353	
90300	-192250.68025761706	
90400	-192250.6080473195	
90500	-192250.54966493993	
90600	-192249.15974378042	
90700	-192253.24174961483	
90800	-192254.67505800075	
90900	-192255.8135454694	
91000	-192256.3695768588	
91100	-192254.76572537498	
91200	-192255.25568916026	
91300	-192255.60572297053	
91400	-192256.02572335224	
91500	-192252.8208155389	
91600	-192252.24619462746	
91700	-192250.31909362116	
91800	-192250.13767379484	
91900	-192249.9058587119	
92000	-192249.98172913725	
92100	-192250.74434530098	
92200	-192250.78606735702	
92300	-192248.32174673557	
92400	-192248.6808021396	
92500	-192251.55226851412	
92600	-192252.55114427645	
92700	-192252.7355640661	
92800	-192252.27582443441	
92900	-192254.826969276	
93000	-192256.19824454977	
93100	-192255.03682997884	
93200	-192256.53398529472	
93300	-192257.01012849633	
93400	-192254.63183527754	
93500	-192253.95913083313	
93600	-192253.4638509513	
93700	-192251.46750464302	
93800	-192252.11562149058	
93900	-192252.65966492874	
94000	-192253.0351334596	
94100	-192253.0351334596	
94200	-192248.00942627495	
94300	-192248.9663357256	
94400	-192253.74406958796	
94500	-192252.65793425834	
94600	-192250.4495145124	
94700	-192251.37278112659	
94800	-192249.5284631217	
94900	-192247.74244027463	
95000	-192250.6289276632	
95100	-192253.98454120557	
95200	-192254.9234310033	
95300	-192254.9234310033	
95400	-192254.47959792678	
95500	-192251.75243686652	
95600	-192253.90190638998	
95700	-192254.34197879702	
95800	-192253.70352265675	
95900	-192253.70849554118	
96000	-192254.36373147892	
96100	-192255.6214646475	
96200	-192255.15785456577	
96300	-192254.8911234684	
96400	-192256.96680649676	
96500	-192255.2337956664	
96600	-192252.37700462443	
96700	-192252.37700462443	
96800	-192250.57127769061	
96900	-192250.57127769061	
97000	-192249.9865413608	
97100	-192249.52357879645	
97200	-192249.52357879645	
97300	-192252.2297753339	
97400	-192252.2297753339	
97500	-192251.02538194586	
97600	-192251.86208229387	
97700	-192248.50455061445	
97800	-192247.1275680022	
97900	-192246.86709880838	
98000	-192247.48997349132	
98100	-192247.26346557046	
98200	-192248.9096436346	
98300	-192248.70607109365	
98400	-192248.68955037175	
98500	-192248.55174230045	
98600	-192248.25184810083	
98700	-192248.46005466036	
98800	-192248.67659204843	
98900	-192248.67659204843	
99000	-192249.1903041556	
99100	-192249.19382255	
99200	-192249.14353302532	
99300	-192248.90202806582	
99400	-192247.14004806936	
99500	-192246.14502172315	
99600	-192246.14463020072	
99700	-192246.02497196605	
99800	-192243.74328968007	
99900	-192244.20465438915	
100000	-192244.01598507748	
